batch_size,sequence_length,dim_size,active_heads,active_ffn,avg_latency,std_latency
16,256,4096,6,256,227.2947784423828,0.05353710490065259
16,256,4096,6,512,227.41539459228517,0.0635711775585556
16,256,4096,6,1024,227.2866226196289,0.07008746429992445
16,256,4096,6,1536,227.3488967895508,0.04247078294608377
16,256,4096,6,2048,227.31329956054688,0.05661528744094493
16,256,4096,6,2560,227.26463012695314,0.050392728214580795
16,256,4096,6,3072,227.34123840332032,0.05925381419712652
16,256,4096,6,3584,227.3765106201172,0.05816242487916086
16,256,4096,6,4096,227.36493682861328,0.05755205281403899
16,256,4096,6,4608,227.3960708618164,0.060455835042720826
16,256,4096,6,5120,227.35238952636718,0.09753522807907765
16,256,4096,6,5632,227.35948791503907,0.05535782145323772
16,256,4096,6,6144,227.34148559570312,0.09802775985057903
16,256,4096,6,6656,227.37493286132812,0.06732992888942473
16,256,4096,6,7168,227.48387756347657,0.05190300693147129
16,256,4096,6,7680,227.30213775634766,0.07857727489376161
16,256,4096,6,8192,227.38211059570312,0.05612029902759157
16,256,4096,6,8704,227.2900604248047,0.03749976182901725
16,256,4096,6,9216,227.4014465332031,0.027933621129548114
16,256,4096,6,9728,227.33098602294922,0.06582060130774756
16,256,4096,6,10240,227.29671478271484,0.058268192682396885
16,256,4096,6,10752,227.41300354003906,0.14304979332041368
16,256,4096,7,256,227.43043060302733,0.09754257047890863
16,256,4096,7,512,227.29598999023438,0.05810516501595748
16,256,4096,7,1024,227.35120849609376,0.09009057477761885
16,256,4096,7,1536,227.36212158203125,0.08124011127422703
16,256,4096,7,2048,227.30489654541014,0.05960861875912408
16,256,4096,7,2560,227.3973815917969,0.05681830555458034
16,256,4096,7,3072,227.32588806152344,0.07041559119021643
16,256,4096,7,3584,227.36026458740236,0.08379629751071273
16,256,4096,7,4096,227.36041259765625,0.033990371794352416
16,256,4096,7,4608,227.33556671142577,0.053544545386258934
16,256,4096,7,5120,227.28055114746093,0.06747690341821824
16,256,4096,7,5632,227.42737274169923,0.09180202724576929
16,256,4096,7,6144,227.35091705322264,0.1450035500711653
16,256,4096,7,6656,227.31940612792968,0.0768692009786493
16,256,4096,7,7168,227.3978469848633,0.08671057165572471
16,256,4096,7,7680,227.44280700683595,0.037178159510408974
16,256,4096,7,8192,227.39031677246095,0.06486307195246607
16,256,4096,7,8704,227.3923583984375,0.062648643447527
16,256,4096,7,9216,227.42318267822264,0.06832142697917143
16,256,4096,7,9728,227.3481887817383,0.08026212262430149
16,256,4096,7,10240,227.3288803100586,0.0594299919932814
16,256,4096,7,10752,227.48297271728515,0.05537854025570413
16,256,4096,8,256,227.2947799682617,0.03156380824910346
16,256,4096,8,512,227.3951400756836,0.06883279066707101
16,256,4096,8,1024,227.3403121948242,0.16321227625883758
16,256,4096,8,1536,227.3467529296875,0.1006352490779512
16,256,4096,8,2048,227.3104721069336,0.0663223572725133
16,256,4096,8,2560,227.37210388183593,0.105750461095454
16,256,4096,8,3072,227.3342483520508,0.1123003900887465
16,256,4096,8,3584,227.3841293334961,0.08096122697752957
16,256,4096,8,4096,227.38426055908204,0.07391917554766499
16,256,4096,8,4608,226.9488952636719,0.06039878932523267
16,256,4096,8,5120,226.9280563354492,0.05682241413710168
16,256,4096,8,5632,226.94515686035157,0.06368012535727183
16,256,4096,8,6144,227.43128356933593,0.08722347924591083
16,256,4096,8,6656,227.38016204833986,0.05977763387621115
16,256,4096,8,7168,227.40176239013672,0.07186466518831917
16,256,4096,8,7680,226.92595367431642,0.07253712354750952
16,256,4096,8,8192,226.95324249267577,0.11028262872705945
16,256,4096,8,8704,226.92027893066407,0.08439367361412047
16,256,4096,8,9216,227.26671752929687,0.07483936606570851
16,256,4096,8,9728,227.34509887695313,0.08921577947635205
16,256,4096,8,10240,227.3124008178711,0.09340775705810299
16,256,4096,8,10752,227.30715789794922,0.06740964115285007
16,256,4096,9,256,227.30968170166017,0.07107870539118302
16,256,4096,9,512,227.42296447753907,0.10431037491320255
16,256,4096,9,1024,227.28643035888672,0.0363643389151149
16,256,4096,9,1536,227.47623748779296,0.06289421792829201
16,256,4096,9,2048,227.4865463256836,0.05066335640200543
16,256,4096,9,2560,227.34494171142578,0.06593308220785307
16,256,4096,9,3072,227.3363479614258,0.046154072480348154
16,256,4096,9,3584,227.4123046875,0.14382114509241226
16,256,4096,9,4096,227.38509826660157,0.03913818763426875
16,256,4096,9,4608,227.392236328125,0.08687708641409589
16,256,4096,9,5120,227.37837677001954,0.05612096367858297
16,256,4096,9,5632,227.33079681396484,0.12311054021723815
16,256,4096,9,6144,227.299609375,0.08439857917264564
16,256,4096,9,6656,227.37844543457032,0.08536774833196838
16,256,4096,9,7168,227.34480895996094,0.0890545385027162
16,256,4096,9,7680,227.3400909423828,0.07631169587208793
16,256,4096,9,8192,227.47340698242186,0.09222292461919315
16,256,4096,9,8704,227.37438354492187,0.1035315371375387
16,256,4096,9,9216,227.4219497680664,0.06583363027924717
16,256,4096,9,9728,227.41607666015625,0.07464389844865035
16,256,4096,9,10240,226.95433654785157,0.11088290474599634
16,256,4096,9,10752,226.99913330078124,0.06557934029793479
16,256,4096,10,256,226.9928756713867,0.05729858942047479
16,256,4096,10,512,226.84803771972656,0.06397479249301745
16,256,4096,10,1024,226.90265350341798,0.08926871654937216
16,256,4096,10,1536,226.95863342285156,0.059869502679283065
16,256,4096,10,2048,227.31369323730468,0.10426581492643237
16,256,4096,10,2560,227.32740478515626,0.0918342769802065
16,256,4096,10,3072,227.3177703857422,0.07630897044432287
16,256,4096,10,3584,227.23003540039062,0.0837238888594407
16,256,4096,10,4096,227.22614288330078,0.07161283397886017
16,256,4096,10,4608,227.34854736328126,0.06286466548464469
16,256,4096,10,5120,227.2614974975586,0.0865573362014616
16,256,4096,10,5632,227.3043991088867,0.07477539569976278
16,256,4096,10,6144,227.2883285522461,0.07743442272108085
16,256,4096,10,6656,227.30572357177735,0.10364889065333328
16,256,4096,10,7168,227.30450897216798,0.05612984623318697
16,256,4096,10,7680,227.39742584228514,0.09067764999570513
16,256,4096,10,8192,227.3006607055664,0.07120805293577098
16,256,4096,10,8704,227.2727493286133,0.07073912219545067
16,256,4096,10,9216,227.3590850830078,0.09607134457030957
16,256,4096,10,9728,227.24850158691407,0.06127606333982023
16,256,4096,10,10240,227.39004516601562,0.0373173457534259
16,256,4096,10,10752,227.3402099609375,0.06561657632964842
16,256,4096,11,256,227.3151382446289,0.08490051539437647
16,256,4096,11,512,227.3678421020508,0.036621275869552446
16,256,4096,11,1024,227.39332275390626,0.05688648704249013
16,256,4096,11,1536,227.41907196044923,0.10055672884655027
16,256,4096,11,2048,227.42320404052734,0.08044714291817046
16,256,4096,11,2560,227.40437774658204,0.0443547351044537
16,256,4096,11,3072,227.33089141845704,0.10138949024152494
16,256,4096,11,3584,227.4198013305664,0.04233448246615552
16,256,4096,11,4096,227.35459747314454,0.0737684298836591
16,256,4096,11,4608,227.31329803466798,0.0775919896508042
16,256,4096,11,5120,227.2887939453125,0.04423999540953161
16,256,4096,11,5632,227.34998168945313,0.05861454364252303
16,256,4096,11,6144,227.27386627197265,0.03902749069293303
16,256,4096,11,6656,227.38367767333983,0.041095951334342115
16,256,4096,11,7168,227.45320739746094,0.08588441140959333
16,256,4096,11,7680,227.40312652587892,0.09068778865996745
16,256,4096,11,8192,227.42011260986328,0.052160516176751014
16,256,4096,11,8704,227.46210784912108,0.09441387663246092
16,256,4096,11,9216,227.4122299194336,0.05850491085136825
16,256,4096,11,9728,227.52593688964845,0.08879311398360074
16,256,4096,11,10240,227.43187561035157,0.07132146934843865
16,256,4096,11,10752,227.49079284667968,0.1393717285499859
16,256,4096,12,256,227.38602447509766,0.08243008377510785
16,256,4096,12,512,227.45925598144532,0.07536821174251836
16,256,4096,12,1024,227.37547607421874,0.04689787604507282
16,256,4096,12,1536,227.39398956298828,0.046851270972805226
16,256,4096,12,2048,227.46786346435547,0.07162744363456075
16,256,4096,12,2560,227.37840881347657,0.043613031252508816
16,256,4096,12,3072,227.4748077392578,0.06715451487100942
16,256,4096,12,3584,227.38983764648438,0.050717666690501435
16,256,4096,12,4096,227.46896667480468,0.09662188521547412
16,256,4096,12,4608,227.3756546020508,0.06821074077915679
16,256,4096,12,5120,227.4236587524414,0.2426301310189679
16,256,4096,12,5632,226.94723815917968,0.07944057010708237
16,256,4096,12,6144,227.04319915771484,0.08974238162047943
16,256,4096,12,6656,227.0272247314453,0.0464942973630427
16,256,4096,12,7168,227.35096282958983,0.10348067369471724
16,256,4096,12,7680,227.28368225097657,0.0727307340983949
16,256,4096,12,8192,227.37279205322267,0.07129845820198917
16,256,4096,12,8704,227.30266265869142,0.08025262592157316
16,256,4096,12,9216,227.30890960693358,0.06224112094999234
16,256,4096,12,9728,227.38540802001953,0.08043725338554313
16,256,4096,12,10240,227.26944732666016,0.03400367529268617
16,256,4096,12,10752,227.41185455322267,0.10275035026169294
16,256,4096,13,256,227.3324005126953,0.06797727224481225
16,256,4096,13,512,227.35499725341796,0.06576730727983189
16,256,4096,13,1024,227.32928619384765,0.08000833489644935
16,256,4096,13,1536,227.39012298583984,0.0535342180929403
16,256,4096,13,2048,227.34583892822266,0.07173319498474318
16,256,4096,13,2560,227.4016143798828,0.12654834954458583
16,256,4096,13,3072,227.3672073364258,0.06859813480724551
16,256,4096,13,3584,227.38448638916014,0.10686622811113108
16,256,4096,13,4096,227.41324462890626,0.04015359964418995
16,256,4096,13,4608,227.42984161376953,0.07855232892332178
16,256,4096,13,5120,227.3875747680664,0.07667288475606313
16,256,4096,13,5632,227.35921478271484,0.05442297354961068
16,256,4096,13,6144,227.4750762939453,0.1173636539441884
16,256,4096,13,6656,227.30059814453125,0.04699856247948235
16,256,4096,13,7168,227.4382751464844,0.05588332993038383
16,256,4096,13,7680,227.4173095703125,0.05090377532975169
16,256,4096,13,8192,227.32971801757813,0.053507047334709346
16,256,4096,13,8704,227.30933837890626,0.03732113575441599
16,256,4096,13,9216,227.47241973876953,0.04942997953604636
16,256,4096,13,9728,227.33600463867188,0.052967233467335305
16,256,4096,13,10240,227.36880493164062,0.08671294635391395
16,256,4096,13,10752,227.38030395507812,0.048881282576539266
16,256,4096,14,256,227.30404663085938,0.08454708034648714
16,256,4096,14,512,227.34274444580078,0.056246586971748516
16,256,4096,14,1024,227.39796447753906,0.10590165752481089
16,256,4096,14,1536,227.2913040161133,0.08628702081897965
16,256,4096,14,2048,227.34065704345704,0.06898177963196452
16,256,4096,14,2560,227.37981109619142,0.09878230994254225
16,256,4096,14,3072,227.26825256347655,0.058476314798975915
16,256,4096,14,3584,227.35385131835938,0.07163293025501885
16,256,4096,14,4096,227.32278137207032,0.04753486327163248
16,256,4096,14,4608,227.42445373535156,0.06515227550967534
16,256,4096,14,5120,227.34405670166015,0.0716113111460057
16,256,4096,14,5632,227.4300079345703,0.07395996509042507
16,256,4096,14,6144,227.34780883789062,0.043582385604599455
16,256,4096,14,6656,227.42266845703125,0.06957932220851465
16,256,4096,14,7168,227.43128051757813,0.06234229845015947
16,256,4096,14,7680,227.42411346435546,0.08393978833005732
16,256,4096,14,8192,227.46719055175782,0.08257995847716501
16,256,4096,14,8704,227.31617126464843,0.2138591954510333
16,256,4096,14,9216,227.38195343017577,0.10535079069503726
16,256,4096,14,9728,227.3101058959961,0.03983628893281258
16,256,4096,14,10240,227.41259765625,0.07196677344360103
16,256,4096,14,10752,227.3128448486328,0.045429820345900034
16,256,4096,15,256,227.31868743896484,0.06749725238312378
16,256,4096,15,512,227.38406524658203,0.07842152305103837
16,256,4096,15,1024,227.28183135986328,0.07862882829136186
16,256,4096,15,1536,227.2841354370117,0.05563662482277632
16,256,4096,15,2048,227.36475982666016,0.05120062259439103
16,256,4096,15,2560,227.33655548095703,0.07826200787498222
16,256,4096,15,3072,227.4297317504883,0.08932988406350273
16,256,4096,15,3584,227.42050170898438,0.10184134571038495
16,256,4096,15,4096,227.3443618774414,0.10110028282141902
16,256,4096,15,4608,227.40539093017577,0.10257179079678248
16,256,4096,15,5120,227.40335388183593,0.059901474224057075
16,256,4096,15,5632,226.8919708251953,0.06990013124119955
16,256,4096,15,6144,226.95853729248046,0.07475191838797869
16,256,4096,15,6656,226.91223907470703,0.06150278215858996
16,256,4096,15,7168,227.24387969970704,0.05172161755308617
16,256,4096,15,7680,227.30516052246094,0.06559242890628258
16,256,4096,15,8192,227.3485549926758,0.07132174724049711
16,256,4096,15,8704,227.3520935058594,0.09209437045665651
16,256,4096,15,9216,227.33649749755858,0.08646817892894224
16,256,4096,15,9728,227.45428619384765,0.09705612403450499
16,256,4096,15,10240,227.31511840820312,0.10169304133526362
16,256,4096,15,10752,227.3554443359375,0.077021907671257
16,256,4096,16,256,227.42107238769532,0.050440869491499354
16,256,4096,16,512,227.3284713745117,0.05981929099701135
16,256,4096,16,1024,227.41781616210938,0.0654150035379975
16,256,4096,16,1536,227.3595001220703,0.10553144512117528
16,256,4096,16,2048,227.19551544189454,0.06492909983501656
16,256,4096,16,2560,227.30670013427735,0.08051598718215368
16,256,4096,16,3072,227.34783325195312,0.07233268654741697
16,256,4096,16,3584,227.22543487548828,0.06542523157191305
16,256,4096,16,4096,227.3250259399414,0.10137473972435383
16,256,4096,16,4608,227.340087890625,0.09006510629934732
16,256,4096,16,5120,227.28536529541014,0.08143697092451366
16,256,4096,16,5632,227.28751373291016,0.04797923914350046
16,256,4096,16,6144,227.31559143066406,0.07705006550745326
16,256,4096,16,6656,227.28072357177734,0.05639325840711148
16,256,4096,16,7168,227.32800750732423,0.040665744130407425
16,256,4096,16,7680,227.44120178222656,0.07515706049240219
16,256,4096,16,8192,227.36670837402343,0.10453013666840186
16,256,4096,16,8704,227.35946197509764,0.07326217570946707
16,256,4096,16,9216,227.43402252197265,0.07726438852158293
16,256,4096,16,9728,227.33058166503906,0.08183243904511099
16,256,4096,16,10240,227.2790267944336,0.05182548949919316
16,256,4096,16,10752,227.38006286621095,0.09290227296434599
16,256,4096,17,256,227.28404083251954,0.08524417375121891
16,256,4096,17,512,227.36961212158204,0.05813359871915038
16,256,4096,17,1024,227.35834808349608,0.1134985049108473
16,256,4096,17,1536,227.29175567626953,0.05031241219321135
16,256,4096,17,2048,227.33763275146484,0.042900509425996734
16,256,4096,17,2560,227.3842788696289,0.04153293405141165
16,256,4096,17,3072,227.2968490600586,0.04347856879960423
16,256,4096,17,3584,227.48560791015626,0.04917048962520052
16,256,4096,17,4096,227.2815719604492,0.06940235209353597
16,256,4096,17,4608,227.3993347167969,0.10556533567677971
16,256,4096,17,5120,227.3536407470703,0.06904514705885292
16,256,4096,17,5632,227.37774963378905,0.05235516437936421
16,256,4096,17,6144,227.34396209716797,0.03192067515672414
16,256,4096,17,6656,227.32918243408204,0.06467159087484918
16,256,4096,17,7168,227.39378051757814,0.04859519991980783
16,256,4096,17,7680,227.24130859375,0.06316650784582825
16,256,4096,17,8192,227.35552062988282,0.06121828575552168
16,256,4096,17,8704,227.3472930908203,0.12595436928305664
16,256,4096,17,9216,227.29952850341797,0.08262109895165275
16,256,4096,17,9728,227.3623809814453,0.08656500308776442
16,256,4096,17,10240,227.4574203491211,0.08163076752204441
16,256,4096,17,10752,227.35484924316407,0.08211365834913502
16,256,4096,18,256,227.40569458007812,0.08642947442305113
16,256,4096,18,512,227.4235382080078,0.07953589108505485
16,256,4096,18,1024,227.28503875732423,0.07010608815363091
16,256,4096,18,1536,227.39076232910156,0.07341462372519354
16,256,4096,18,2048,226.9170715332031,0.07584830321180282
16,256,4096,18,2560,227.28986663818358,0.04642439619593286
16,256,4096,18,3072,227.33792266845703,0.11420374480522089
16,256,4096,18,3584,227.32668762207032,0.06553196485686155
16,256,4096,18,4096,227.33453063964845,0.10367753704228976
16,256,4096,18,4608,227.34072723388672,0.06549181033366236
16,256,4096,18,5120,227.3915008544922,0.08940790029542346
16,256,4096,18,5632,227.44168243408203,0.06178893351511262
16,256,4096,18,6144,227.37630615234374,0.03461197185676529
16,256,4096,18,6656,227.40349578857422,0.035222704154782965
16,256,4096,18,7168,227.3354049682617,0.07417668306436914
16,256,4096,18,7680,227.38802032470704,0.04815562821089088
16,256,4096,18,8192,227.4499282836914,0.08807703760114764
16,256,4096,18,8704,227.34537506103516,0.07769956032270522
16,256,4096,18,9216,227.42544403076172,0.0642056716129632
16,256,4096,18,9728,227.39808197021483,0.08280104326506893
16,256,4096,18,10240,227.35304107666016,0.10165677840267096
16,256,4096,18,10752,227.4329376220703,0.08791187400385493
16,256,4096,19,256,227.42320556640624,0.11643033370556861
16,256,4096,19,512,227.4969024658203,0.2535928629843805
16,256,4096,19,1024,227.4073516845703,0.1354003056781446
16,256,4096,19,1536,227.4934051513672,0.14707755242596643
16,256,4096,19,2048,227.32318572998048,0.07452148322586681
16,256,4096,19,2560,227.29913940429688,0.0582913036406424
16,256,4096,19,3072,227.4034637451172,0.15924576753905795
16,256,4096,19,3584,227.34136962890625,0.10616618424161538
16,256,4096,19,4096,227.3475799560547,0.07861319328682284
16,256,4096,19,4608,227.36591033935548,0.09502918018237465
16,256,4096,19,5120,227.289501953125,0.06726443694225195
16,256,4096,19,5632,227.32829895019532,0.09766954836898989
16,256,4096,19,6144,227.38880920410156,0.081223010603378
16,256,4096,19,6656,227.3697982788086,0.10857381325709668
16,256,4096,19,7168,227.29528045654297,0.08083852682598562
16,256,4096,19,7680,227.3267791748047,0.06491051125427914
16,256,4096,19,8192,227.26551513671876,0.08288592106795636
16,256,4096,19,8704,227.25369110107422,0.056275286822884775
16,256,4096,19,9216,227.31658020019532,0.0735240567583258
16,256,4096,19,9728,227.295947265625,0.06985202609062913
16,256,4096,19,10240,227.37261352539062,0.06031921261964364
16,256,4096,19,10752,227.41653442382812,0.04345050291252129
16,256,4096,20,256,227.25473022460938,0.056622073818697556
16,256,4096,20,512,227.35211029052735,0.08061095088585983
16,256,4096,20,1024,227.3914581298828,0.08956451097566352
16,256,4096,20,1536,227.35948333740234,0.11943346435472804
16,256,4096,20,2048,227.4392562866211,0.058955374612389706
16,256,4096,20,2560,227.37465209960936,0.023979387564674593
16,256,4096,20,3072,227.3273483276367,0.06152091340912072
16,256,4096,20,3584,227.29226379394532,0.043639134642293374
16,256,4096,20,4096,227.3709487915039,0.03563258692744851
16,256,4096,20,4608,227.2650360107422,0.10297187066559052
16,256,4096,20,5120,227.19942932128907,0.06276284202595692
16,256,4096,20,5632,227.29527893066407,0.04334538788337708
16,256,4096,20,6144,227.38942260742186,0.03748596358361751
16,256,4096,20,6656,227.3095962524414,0.08289578705598111
16,256,4096,20,7168,227.31902160644532,0.060629236516328865
16,256,4096,20,7680,227.27149963378906,0.054170374884739074
16,256,4096,20,8192,227.2813491821289,0.08040435481981545
16,256,4096,20,8704,227.4128677368164,0.0804184453888914
16,256,4096,20,9216,227.30852661132812,0.04220298884538242
16,256,4096,20,9728,227.2953125,0.06690333656498262
16,256,4096,20,10240,227.34742126464843,0.046634516248065395
16,256,4096,20,10752,227.23345794677735,0.06775695460522602
16,256,4096,21,256,227.3906723022461,0.059749681260475064
16,256,4096,21,512,227.36821899414062,0.05948311223662994
16,256,4096,21,1024,227.24740905761718,0.04129866273242074
16,256,4096,21,1536,227.4202087402344,0.04385118778254874
16,256,4096,21,2048,227.34434509277344,0.05524491435172176
16,256,4096,21,2560,227.2898193359375,0.08156371600790205
16,256,4096,21,3072,227.29226989746093,0.07354010005558596
16,256,4096,21,3584,227.38087310791016,0.09384803549851668
16,256,4096,21,4096,227.27176513671876,0.033441025228371654
16,256,4096,21,4608,227.33139038085938,0.04836991126395631
16,256,4096,21,5120,227.39833984375,0.06209874699487653
16,256,4096,21,5632,227.36226348876954,0.055363169381426915
16,256,4096,21,6144,227.28830108642578,0.07080472259403285
16,256,4096,21,6656,227.3890151977539,0.07379822183766067
16,256,4096,21,7168,227.29434814453126,0.06874657176692747
16,256,4096,21,7680,227.22253875732423,0.04386468805583266
16,256,4096,21,8192,227.40149536132813,0.10280646747244275
16,256,4096,21,8704,227.24599914550782,0.053232695481376276
16,256,4096,21,9216,227.29257049560547,0.05945989210666208
16,256,4096,21,9728,227.3071746826172,0.061559152076426385
16,256,4096,21,10240,227.2917953491211,0.06525651606344962
16,256,4096,21,10752,227.28329010009764,0.052852392173402686
16,256,4096,22,256,227.31188049316407,0.05248458752088002
16,256,4096,22,512,227.30068664550782,0.06297506067976598
16,256,4096,22,1024,227.30176239013673,0.05631981962459662
16,256,4096,22,1536,227.39580535888672,0.04847149994352724
16,256,4096,22,2048,227.30904235839844,0.09589560095676675
16,256,4096,22,2560,227.34331207275392,0.046146850312475264
16,256,4096,22,3072,227.36309814453125,0.06718572528291664
16,256,4096,22,3584,227.3448455810547,0.058353474141860213
16,256,4096,22,4096,227.2548812866211,0.0346105781869693
16,256,4096,22,4608,227.39057006835938,0.09722525144568973
16,256,4096,22,5120,227.30026245117188,0.031200504594332764
16,256,4096,22,5632,227.3057373046875,0.05913182272783901
16,256,4096,22,6144,227.3126449584961,0.05063344060273248
16,256,4096,22,6656,227.31374816894532,0.05233214137538488
16,256,4096,22,7168,227.24227600097657,0.04808762758493789
16,256,4096,22,7680,227.32125091552734,0.03853909683211511
16,256,4096,22,8192,227.31805725097655,0.07759737205309304
16,256,4096,22,8704,227.2785430908203,0.04099146506052954
16,256,4096,22,9216,227.32838439941406,0.04377800404964695
16,256,4096,22,9728,227.3038070678711,0.08100596567886212
16,256,4096,22,10240,227.30960693359376,0.07494597159123406
16,256,4096,22,10752,227.32918395996094,0.04861350538018969
16,256,4096,23,256,227.30013732910157,0.056465895902581394
16,256,4096,23,512,227.32188415527344,0.06817407527660754
16,256,4096,23,1024,227.3382095336914,0.12575532472213827
16,256,4096,23,1536,227.2886749267578,0.05603961293290421
16,256,4096,23,2048,227.36258239746093,0.07127406726838247
16,256,4096,23,2560,227.3014694213867,0.07960801954081789
16,256,4096,23,3072,227.32513885498048,0.04368776406095274
16,256,4096,23,3584,227.28590240478516,0.04818411531173814
16,256,4096,23,4096,227.2843215942383,0.06260918343365116
16,256,4096,23,4608,227.30285186767577,0.05640259005783204
16,256,4096,23,5120,227.39085540771484,0.061669454720057464
16,256,4096,23,5632,227.3660690307617,0.12460915026786472
16,256,4096,23,6144,227.2585006713867,0.07982310487827811
16,256,4096,23,6656,227.42309112548827,0.06040006537646686
16,256,4096,23,7168,227.41962585449218,0.06416414355889828
16,256,4096,23,7680,227.33809356689454,0.06407378799802645
16,256,4096,23,8192,227.37286071777345,0.055619728603417184
16,256,4096,23,8704,227.40334777832032,0.050905288365509505
16,256,4096,23,9216,227.3520065307617,0.06150842076535246
16,256,4096,23,9728,227.37205505371094,0.04605632066459841
16,256,4096,23,10240,227.3554718017578,0.06679437399805452
16,256,4096,23,10752,227.43899993896486,0.06161146982384998
16,256,4096,24,256,227.4882354736328,0.08360764096168741
16,256,4096,24,512,227.5082763671875,0.05808108090451817
16,256,4096,24,1024,227.4023880004883,0.11745143224952646
16,256,4096,24,1536,227.43905944824218,0.06267237726539074
16,256,4096,24,2048,227.44818420410155,0.11607167065445838
16,256,4096,24,2560,227.37525482177733,0.05069028430302532
16,256,4096,24,3072,227.49344635009766,0.06820865577339733
16,256,4096,24,3584,227.4833969116211,0.07814737847312883
16,256,4096,24,4096,227.39340209960938,0.06323692349939108
16,256,4096,24,4608,227.41246795654297,0.05957573774131631
16,256,4096,24,5120,227.4363037109375,0.0827232887411231
16,256,4096,24,5632,227.32400665283203,0.05130390443218075
16,256,4096,24,6144,227.3730255126953,0.047281250853453416
16,256,4096,24,6656,227.44746856689454,0.0514703387786858
16,256,4096,24,7168,227.30993041992187,0.06267746718918736
16,256,4096,24,7680,227.42882385253907,0.08040787653532519
16,256,4096,24,8192,227.31832733154297,0.06793607594075911
16,256,4096,24,8704,227.34767150878906,0.0868899847818903
16,256,4096,24,9216,227.35377349853516,0.03636807355738618
16,256,4096,24,9728,227.42347259521483,0.15718195502340293
16,256,4096,24,10240,227.32669982910156,0.04529300015256384
16,256,4096,24,10752,227.2739242553711,0.08026225432406477
16,256,4096,25,256,227.25735626220703,0.07527698114872564
16,256,4096,25,512,227.29981994628906,0.0699352152448434
16,256,4096,25,1024,227.24095458984374,0.05788771023857824
16,256,4096,25,1536,227.2426727294922,0.07772794671771495
16,256,4096,25,2048,227.34701232910157,0.07479519310700461
16,256,4096,25,2560,227.48114166259765,0.221908205513773
16,256,4096,25,3072,227.3553680419922,0.047705242308975424
16,256,4096,25,3584,227.3195816040039,0.07238128866950376
16,256,4096,25,4096,227.4313705444336,0.07312613131351546
16,256,4096,25,4608,227.35281982421876,0.05111149964454493
16,256,4096,25,5120,227.32358093261718,0.08755695764824227
16,256,4096,25,5632,227.34048309326172,0.05466118777745998
16,256,4096,25,6144,227.3160598754883,0.07206992251657662
16,256,4096,25,6656,227.27348785400392,0.06647288368053594
16,256,4096,25,7168,227.31777801513672,0.07245641680455449
16,256,4096,25,7680,227.33606567382813,0.05479342437340408
16,256,4096,25,8192,227.32691802978516,0.059845508940677264
16,256,4096,25,8704,227.31369018554688,0.0817710405193223
16,256,4096,25,9216,227.39968719482422,0.09293492628793079
16,256,4096,25,9728,227.3316879272461,0.09649646120829923
16,256,4096,25,10240,227.32688598632814,0.04429463245881468
16,256,4096,25,10752,227.26715545654298,0.06844807865916096
16,256,4096,26,256,227.26378326416017,0.07463989951875875
16,256,4096,26,512,227.349462890625,0.07930323834796159
16,256,4096,26,1024,227.39272766113282,0.046342801737231584
16,256,4096,26,1536,227.36788482666014,0.040661351309814374
16,256,4096,26,2048,227.34183197021486,0.04369593916631536
16,256,4096,26,2560,227.42827453613282,0.05619940328259491
16,256,4096,26,3072,227.34681396484376,0.0688668497534923
16,256,4096,26,3584,227.3747589111328,0.06104019518079232
16,256,4096,26,4096,227.34307403564452,0.05373606399712056
16,256,4096,26,4608,227.36996154785157,0.05615955298211791
16,256,4096,26,5120,227.41222686767577,0.07225588882753484
16,256,4096,26,5632,227.24366302490233,0.05609662195802419
16,256,4096,26,6144,227.3841812133789,0.0823128159664894
16,256,4096,26,6656,227.2879150390625,0.09055448817510178
16,256,4096,26,7168,227.28601684570313,0.06469525755159117
16,256,4096,26,7680,227.40030822753906,0.05722524076699556
16,256,4096,26,8192,227.36514739990236,0.10264391693522329
16,256,4096,26,8704,227.38473663330078,0.06713224326480824
16,256,4096,26,9216,227.38612365722656,0.09115342352689196
16,256,4096,26,9728,227.33670501708986,0.10809537303936885
16,256,4096,26,10240,227.29212646484376,0.08220367101670331
16,256,4096,26,10752,227.31490631103514,0.051349490824160605
16,256,4096,27,256,227.2740280151367,0.04980070390384104
16,256,4096,27,512,227.36101837158202,0.10086096691115223
16,256,4096,27,1024,227.30445556640626,0.05903203551318568
16,256,4096,27,1536,227.34427490234376,0.07337824207388115
16,256,4096,27,2048,227.26324462890625,0.0463853263646005
16,256,4096,27,2560,227.2792984008789,0.06673533593129369
16,256,4096,27,3072,227.35928649902343,0.10906352387319312
16,256,4096,27,3584,227.2748260498047,0.0658193086581555
16,256,4096,27,4096,227.35548553466796,0.07055534620648635
16,256,4096,27,4608,227.36072998046876,0.06508614816071785
16,256,4096,27,5120,227.26829223632814,0.03722484329973157
16,256,4096,27,5632,227.3198471069336,0.10162874231372199
16,256,4096,27,6144,227.3755645751953,0.08542134538805214
16,256,4096,27,6656,227.3627700805664,0.07760879123759368
16,256,4096,27,7168,227.40606536865235,0.07854499352148446
16,256,4096,27,7680,227.4589050292969,0.07277252733426208
16,256,4096,27,8192,227.30933380126953,0.07053949195530085
16,256,4096,27,8704,227.3094909667969,0.09645864712209759
16,256,4096,27,9216,227.2821838378906,0.08213492971278762
16,256,4096,27,9728,227.28358306884766,0.05974414174802796
16,256,4096,27,10240,227.3417510986328,0.11905723041195779
